nct_id,phase,sponsor_name,sponsor_type,study_title,cohort,age_min,age_max,type_lung_nsclc_adeno,type_lung_nsclc_large,type_lung_nsclc_squamous,type_lung_sclc,stage_i,stage_ii,stage_iii,stage_iv,stage_sclc_ls,stage_sclc_es,status_newly_diagnosed,status_relapse,status_refractory,marker_alk_oncogene,marker_egfr_mutation,marker_kras_mutation,treatment_radiation,treatment_radiation_exclusion_period_mo,treatment_chemo_systemic,treatment_chemo_systemic_exclusion_period_mo,treatment_chemo_adjuvant,treatment_chemo_adjuvant_exclusion_period_mo,treatment_tki,treatment_tki_exclusion_period_mo,eligibility_criteria_text
          -  Serum potassium and magnesium levels above the lower limit of normal

          -  No coexisting medical problems of sufficient severity to limit compliance with the
             study

          -  Willing and able to sign written informed consent and be able to comply with the
             study protocol for the duration of the study

          -  Women of childbearing potential (i.e., menstruating women) must have a negative urine
             pregnancy test (positive urine tests are to be confirmed by serum test)

        Exclusion Criteria:

          -  First day of dosing with tesevatinib is less than 2 weeks from the last treatment of
             cytotoxic chemotherapy, biological therapy, or immunotherapy, and less than 6 weeks
             for nitrosoureas and mitomycin C. Surgical procedures must have been performed at
             least 2 weeks prior to the start of study treatment. Subjects must have recovered
             from the reversible effects of prior lung cancer treatments, including surgery and
             radiation therapy (excluding alopecia)

          -  First day of dosing with tesevatinib is less than 4 weeks from the last radiotherapy
             of the brain or spinal cord/cauda equina

          -  First day of dosing with tesevatinib is less than 2 weeks from treatment with another
             investigational agent

          -  Treatment with erlotinib must be discontinued at least 3 days prior to first dose of
             tesevatinib and treatment with afatinib or other tyrosine kinase inhibitor must be
             discontinued at least 3 days prior to first dose of tesevatinib

          -  Any concurrent therapy for BM other than the specified treatment in this study

          -  Taking any medication known to moderately or severely inhibit the CYP3A4 isozyme or
             any drugs that are CYP3A4 inducers (including anti-epileptic agents such as
             phenytoin). A stable regimen (‰ä´ 4 weeks) of antidepressants of the SSRI class is
             allowed (common SSRIs include escitalopram oxalate, citalopram, fluvoxamine,
             paroxetine, sertraline, and fluoxetine)

          -  Taking any drugs associated with torsades de pointes or known to moderately or
             severely prolong the QTc(F) interval

          -  Has evidence of active heart disease such as myocardial infarction within the 3
             months prior to study entry; symptomatic coronary insufficiency congestive heart
             failure; moderate or severe pulmonary dysfunction

          -  History of torsades de pointes, ventricular tachycardia or fibrillation, pathologic
             sinus bradycardia (< 50 bpm), heart block (excluding first degree block, being PR
             interval only), or congenital long QT syndrome. Subjects with a history of atrial
             arrhythmias should be discussed with the medical monitor

          -  Has an active infectious process

          -  Female subject who is pregnant or lactating

          -  Known contraindication to MRI, such as cardiac pacemaker, shrapnel, or ocular foreign
             body

          -  Has marked prolongation of QTc(F) interval at screening or baseline (QTc[F] interval
             > 470 msec) using the Fridericia method of correction for heart rate

          -  Gastrointestinal (GI) condition that interferes with drug absorption

          -  Non-malignant neurological disease that would interfere with evaluation of symptoms
             or signs of brain metastases

        Cohort B

        Inclusion Criteria:

          -  History of NSCLC with EGFR mutation (either exon 19 deletion or L858R mutation) or,
             if previously treated, history of an activating EGFR mutation that has had a clinical
             response to erlotinib, afatinib, or gefitinib in the patient being enrolled).

          -  Presentation with LM at initial presentation with no prior systemic treatment, or
             occurrence or progression of LM while receiving either erlotinib or afatinib or
             gefitinib. Previous systemic treatment included erlotinib or afatinib or gefitinib
             for at least 14 days. Patients may have received osimertinib or rociletinib, or other
             agents inhibiting the T790M EGFR mutation, but only if they then receive at least 14
             days of treatment with erlotinib, afatinib, or gefitinib and have CNS but not
             peripheral progression

          -  Presence of at least one CTCAE 4.03 symptom/sign of at least Grade 1 attributed by
             the investigator to leptomeningeal metastases

          -  Diagnosis of LM by:

               1. Cytological evidence in CSF sample of LM due to NSCLC, and/or

               2. Findings on gadolinium-enhanced MRI

          -  No clinically significant progression outside of the CNS on most recent EGFR
             inhibitor therapy

          -  Concomitant brain metastases and brain metastases previously treated with radiation
             therapy are allowed. (Subjects with symptoms or signs attributed to LM will be
             enrolled in Cohort B whether or not they have brain metastases)

          -  ECOG Score ‰ä_2

          -  No history of another malignancy in the 5 years prior to study entry, except treated
             non-melanoma skin cancer or superficial bladder cancer or carcinoma-in-situ of the
             cervix or Stage 1 or 2 cancers of other sites that have been treated surgically and
             have not recurred.

          -  Adequate organ and bone marrow functions

          -  Serum potassium and magnesium levels above the lower limit of normal

          -  No coexisting medical problems of sufficient severity to limit compliance with the
             study

          -  Willing and able to sign written informed consent and be able to comply with the
             study protocol for the duration of the study

          -  Women of childbearing potential (i.e., menstruating women) must have a negative urine
             pregnancy test (positive urine tests are to be confirmed by serum test)

        Exclusion Criteria:

          -  First day of dosing with tesevatinib is less than 2 weeks from the last treatment of
             cytotoxic chemotherapy, biological therapy, or immunotherapy, and less than 6 weeks
             for nitrosoureas and mitomycin C. Surgical procedures must have been performed at
             least 2 weeks prior to the start of study treatment. Subjects must have recovered
